-447789,-433821,-828994,-11|-5|-57|-80|-37,99999736,89581,99998123,13784
-609213,-967142,-236909,-13|-53|-95|-53|-41,99999357,4349,99999933,15002
-325999,-375831,-352828,-66|-22|-23|-4|-18,1901,171831,99998577,16634
-781744,-971780,-271017,-86|-52|-61|-74,99998737,24784,99998415,7878
-396509,31025,-960996,-89|-9|-28|-53|-39,99998812,123975,99999096,15754
-711507,-617228,-261677,-41|-83|-69|-26|-38,684,120224,157,12849
-18427,-640238,-498975,-65|-63|-61|0|-73,401,275632,99999794,21096
-291842,-583405,-32299,2|-2|-8|-76,362,68641,1819,9678
-196742,94852,-945127,-1|-25|-33|-3,99998454,178095,122,1346
-431612,-543126,-379715,-38|-75|-92|-45,614,179691,99999351,5514
-99916,80476,-338925,-26|-93|-52|-58,99999704,340195,99999729,7366
-658606,-195525,-234071,-72|-70|-86|-31,99999238,99999667,1809,6921
-136157,-284360,-757532,-8|-19|-90|-92,244,325728,99998894,7855
-998280,-570167,-873719,-43|-43|0|-7|-86,99999248,241921,99999740,17048
-612948,-539246,-214125,-13|1|-55|-23|-38,1194,172307,99998922,15242
-826880,-38908,-762301,-72|-29|-41|-35,99998258,241819,99999740,8308
-923031,-473247,-440258,-65|-25|0|-89,746,62904,99999708,6392
-886302,-137645,-494855,-36|-45|-82|-22|-26,99998210,238815,1070,19792
-466257,-368075,-865039,-15|-52|-50|-52|-74,99999332,44663,1619,11462
-960432,-259766,-647060,-28|-58|6|-86,1026,252699,99998498,2954
-471744,-557756,-170538,-29|-68|-31|-1|-8,451,23846,99998272,11902
-918037,-461722,-725477,-2|-86|-32|-72,99999924,351660,1446,761
-664159,-86811,-607087,-51|-60|-64|-73|-82,99998450,3986,99999872,19173
-699609,-40315,-390142,-89|-60|-22|-47,688,371671,617,9930
-597074,-629610,-340451,-6|-46|-92|-60|-59,99998664,133793,99999822,12114
-214946,-683878,-395845,-60|-25|-10|-44,802,40512,1163,5435
-234991,-678658,-780721,-45|-28|-13|-24|-33,99998700,109588,99998706,18941
-49339,-642403,-411774,-94|-55|-37|-17|-22,99998451,190437,99999248,12673
-804784,30895,-150921,-10|-43|7|-2|-14,99998732,173244,99998945,13823
-521753,-352622,-207505,-60|-7|3|-57,99999688,117734,1007,7519
-118092,-542037,-305224,-1|-30|-70|-85|-60,99998041,147458,99999960,18375
-97946,-985580,-176085,-20|-38|-1|-93,1835,4117,333,9082
-728277,-392749,-551868,-96|-38|-55|-3|-79,99999336,228823,99999547,13297
-370422,-308320,-189838,-25|-62|-90|-81,62,345675,1644,8114
-389646,-823217,-492665,-48|-58|-81|-13|-76,1941,44449,871,18168
-138401,-630136,-112022,-42|-5|-62|-63|-53,1020,41119,99998166,11974
-384607,101088,-774545,-82|-48|-82|-9|-56,1975,345614,99999502,13350
-254419,2282,-694173,-73|-37|-62|-51|-83,99999279,173406,99999852,14867
-346015,-320842,-504058,-22|-56|-39|-28|-67,1787,81580,99999028,17063
-263577,-431856,-372419,-86|-59|-7|-80,1478,358543,59,1743
-437646,-440286,-423911,-90|-77|-97|-85|-75,99998430,12559,664,19776
-401919,276590,-893584,-89|-4|-63|-55,1694,348585,1818,5113
-205209,-375673,-317359,-26|-52|-80|-52|-33,99998352,68963,1672,15367
-564957,-297112,-377891,-70|-36|-49|-3,99998435,188999,99999373,2533
-378604,-452304,-954143,-52|-24|-89|-25|-84,245,166513,386,9180
-899584,130064,-544326,-47|-81|-66|-6|-7,922,207084,106,10211
-92100,-500647,-741654,-73|-11|-23|-11,99998812,277855,99999241,2117
-260350,-138694,-932996,-59|-2|-37|-85|-74,99998160,232029,605,14455
-997533,-187014,-466750,-20|-70|-80|-2|-10,1004,209541,99999996,19926
-794254,-543781,-707568,-16|-82|5|-74,99998888,276461,981,9891
-181762,-577760,-529492,-91|-2|-79|-57,99999965,73362,99999792,6821
-308103,-523110,-796415,-84|-24|-60|-15|-9,99999412,184514,2053,13093
-289605,-338882,-350788,-79|-32|-93|-71,99998347,35460,1383,1022
-28427,-435472,-907265,-20|-66|-59|-41|-26,99999638,127622,1122,16763
-113446,-382442,-442641,-84|-92|-36|-42,99998377,390875,99998999,1542
-402138,231854,-218102,-72|-71|-73|-10|-82,83,359438,99999669,13668
-658077,-324108,-149115,-57|-9|-30|-68,44,90003,1632,3116
-434071,-712322,-53624,-29|-28|-23|-17,99999238,75518,99998327,2577
-686707,79428,-344564,-86|-4|-8|-51,99998379,110911,492,6461
-900846,-675452,-345133,-68|-68|-42|-75,1591,124152,99999182,2253
-844089,-855752,-408975,-45|-10|-67|-68,99998901,130921,1873,5546
-197029,-598758,-858345,-43|-41|-40|-72,1401,69640,1473,5490
-612322,115387,-76804,-44|-61|-73|-84|-11,1824,191825,99999498,19817
-241432,-556522,-750508,-7|-32|-18|-74|-71,1541,204573,99999662,9956
-360273,78314,-385710,-58|-34|-68|-91,1396,392723,99998812,2336
-467279,-141969,-182079,-1|-62|-91|-25,99999210,247750,20,2123
-342903,-74619,-156003,-47|-80|-28|-27|-23,99998757,269468,1172,8969
-966178,-141809,-186435,-39|-23|-5|-83,99998760,240250,99998694,4786
-609981,-371887,-28174,-12|-66|-54|-76,99999557,97557,2019,4866
-263500,-749255,-506216,-71|-60|-13|-76|-53,381,153740,99998652,9984
-786,-379233,-223069,-17|-84|-9,99998288,81008,99999233,1153
-679262,-230652,-360082,-62|-93|-30|-62|7,584,217916,99999403,16497
-487375,-285139,-733229,8|-68|-55|-19,89,89484,99999771,10519
